Unnamed: 0,index,이름,이미지 링크,data,종류,도수,용량,taste,food,info,bitter,sweet,sour,sol,spicy,salty,sparkle
98,98,독산 53%,https://d38cxpfv0ljg7q.cloudfront.net/admin_contents/thumbnail/lN4D-1625031208274-%EB%8F%85%EC%82%B053-5.jpg,"[독산 53%], 어떤 맛을 갖고 있나요?고소한 누룩, 곡물향을 풍기는 술이에요.목 넘김은 부드럽지만 이후 화사하게 느껴지는 작열감은 입안을 얼얼하게 만드는데요.그래도 오랫동안 고소하게 남아있는 여운으로 위로 받을 수 있는 술이에요 :)[독산 53%], 어떤 음식과 잘 어울리나요?맛과 향이 강한 술 답게 막창, 곱창처럼 풍미가 강하며 기름진 음식과 잘 어울려요.비린 맛이 남아있는 해산물과도 잘 어울리는데요.굴이나 홍어와 함께 드시게 되면 비릿한 맛 없이 깔끔하게 드실 수 있을 거예요.도수가 너무 높다면 온더락이나 토닉워터를 섞어 마시는 것도 좋습니다! [독산 53%], 알고 마시면 더 맛있어요!‘독산 53%’은 상압식 증류 방식을 사용하여 빚어진 술이에요.‘상압식’은 700년 동안 사용된 증류 방식으로 1기압 상태에서 소주를 내리는 방식인데요.열을 받아 생겨나는 향(탄내)과 거친 풍미를 갖는 특징이 있어요.",증류식소주,53.0,250ml,"고소한 누룩, 곡물향을 풍기는 술이에요.목 넘김은 부드럽지만 이후 화사하게 느껴지는 작열감은 입안을 얼얼하게 만드는데요.그래도 오랫동안 고소하게 남아있는 여운으로 위로 받을 수 있는 술이에요 :)","맛과 향이 강한 술 답게 막창, 곱창처럼 풍미가 강하며 기름진 음식과 잘 어울려요.비린 맛이 남아있는 해산물과도 잘 어울리는데요.굴이나 홍어와 함께 드시게 되면 비릿한 맛 없이 깔끔하게 드실 수 있을 거예요.도수가 너무 높다면 온더락이나 토닉워터를 섞어 마시는 것도 좋습니다! ",‘독산 53%’은 상압식 증류 방식을 사용하여 빚어진 술이에요.‘상압식’은 700년 동안 사용된 증류 방식으로 1기압 상태에서 소주를 내리는 방식인데요.열을 받아 생겨나는 향(탄내)과 거친 풍미를 갖는 특징이 있어요.,0,0,0,0,1,0,0
99,99,청비성,https://d38cxpfv0ljg7q.cloudfront.net/admin_contents/thumbnail/hNkM-1642728455720-1.jpg,"[청비성], 어떤 맛을 갖고 있나요?잘 익은 참외의 달콤한 향이 먼저 코끝을 반갑게 맞이해줄 거예요.그 뒤에 따라오는 은은한 산미와 알싸한 알코올 감이 있는데요술맛에 조명을 켠 듯 화사함을 느끼게 해줍니다.삼킨 후에는 쌀 튀밥의 고소한 향이 입안에 남아 감칠맛을 돌게 합니다. [청비성], 어떤 음식과 잘 어울리나요?간장 치킨, 궁중 떡볶이처럼 간장으로 조리된 음식과 드셔보세요.산미를 가진 청비성은 짭조름하게 간이 된 음식과 잘 어울리는데요.새콤한 맛은 짠맛으로 피로해진 입안을 풀어주기 때문에매입마다 첫맛처럼 즐길 수 있게 해줄 거예요. [청비성], 알고 마시면 더 맛있어요!당나라 시인 이백의 ‘월하독작’이라는 시를 인용해서 붙여진 이름이에요.여기서 청비성은 ‘청주는 성인(聖人)과 같다’라는 풀이를 뜻하는데요.술 한잔 마심으로써 덕과 지혜를 얻을 수 있다는 말이라고 합니다.",약주,16.0,500ml,잘 익은 참외의 달콤한 향이 먼저 코끝을 반갑게 맞이해줄 거예요.그 뒤에 따라오는 은은한 산미와 알싸한 알코올 감이 있는데요술맛에 조명을 켠 듯 화사함을 느끼게 해줍니다.삼킨 후에는 쌀 튀밥의 고소한 향이 입안에 남아 감칠맛을 돌게 합니다. ,"간장 치킨, 궁중 떡볶이처럼 간장으로 조리된 음식과 드셔보세요.산미를 가진 청비성은 짭조름하게 간이 된 음식과 잘 어울리는데요.새콤한 맛은 짠맛으로 피로해진 입안을 풀어주기 때문에매입마다 첫맛처럼 즐길 수 있게 해줄 거예요. ",당나라 시인 이백의 ‘월하독작’이라는 시를 인용해서 붙여진 이름이에요.여기서 청비성은 ‘청주는 성인(聖人)과 같다’라는 풀이를 뜻하는데요.술 한잔 마심으로써 덕과 지혜를 얻을 수 있다는 말이라고 합니다.,0,1,1,0,1,0,0
100,100,세종대왕 어주 탁주,https://d38cxpfv0ljg7q.cloudfront.net/admin_contents/thumbnail/K8OH-1623071019146-%EC%84%B8%EC%A2%85%EB%8C%80%EC%99%95%EC%96%B4%EC%A3%BC%ED%83%81%EC%A3%BC-6.jpg,"[세종대왕 어주 탁주], 어떤 맛을 갖고 있나요?바나나칩, 배 등의 과일 향과 꽃 향기가 풍부한 '세종대왕 어주 탁주'는가벼운 바디감을 가지고 있어 목 넘김이 부드러운 술입니다.탄산이 거의 없어 가스 차는 더부룩한 느낌 없이 쌀과 누룩 본연의 맛에 더욱 집중할 수 있습니다.찹쌀과 멥쌀의 총 함유량은 45%로 쌀의 담백함과 누룩의 구수함이 적절한 균형을 이룹니다.[세종대왕 어주 탁주], 어떤 음식과 잘 어울리나요?부드러운 목 넘김의 '세종대왕 어주 탁주'는 가볍게 즐기기 좋은 술입니다.두부구이, 감자전 같은 담백한 음식과 잘 어울리고대구탕, 홍합탕, 어묵탕 같이 맑은 국물 요리와도 일품입니다.대신 다른 탁주에 비교해 단맛이 덜하므로 맵고 신 음식과의 조합은 피해 주세요![세종대왕 어주 탁주], 알고 마시면 더 맛있어요!충북 내수읍의 초정리에서 생산되는 약수인 '초정 약수'는탄산이 자연적으로 섞여 있는 탄산수입니다.마을 이름 '초정'은 탄산수가 나는 우물이 있다'는 뜻이라고 하는데요.초정 약수에는 미네랄이 풍부하여 누룩 속 효모의 활동을 활성화하고잡균 증식을 억제하기 때문에 깔끔하고 풍부한 맛의 술을 빚어낼 수 있습니다.이 특별한 물은 피부 질환에도 효험이 있어서 세종대왕이 요양차 초정리 약수터에서약 120일 가량 머물며 물을 마시고 몸을 씻으며 치료를 받았다는 기록이 있다고 합니다.",탁주,13.0,500ml,"바나나칩, 배 등의 과일 향과 꽃 향기가 풍부한 '세종대왕 어주 탁주'는가벼운 바디감을 가지고 있어 목 넘김이 부드러운 술입니다.탄산이 거의 없어 가스 차는 더부룩한 느낌 없이 쌀과 누룩 본연의 맛에 더욱 집중할 수 있습니다.찹쌀과 멥쌀의 총 함유량은 45%로 쌀의 담백함과 누룩의 구수함이 적절한 균형을 이룹니다.","부드러운 목 넘김의 '세종대왕 어주 탁주'는 가볍게 즐기기 좋은 술입니다.두부구이, 감자전 같은 담백한 음식과 잘 어울리고대구탕, 홍합탕, 어묵탕 같이 맑은 국물 요리와도 일품입니다.대신 다른 탁주에 비교해 단맛이 덜하므로 맵고 신 음식과의 조합은 피해 주세요!",충북 내수읍의 초정리에서 생산되는 약수인 '초정 약수'는탄산이 자연적으로 섞여 있는 탄산수입니다.마을 이름 '초정'은 탄산수가 나는 우물이 있다'는 뜻이라고 하는데요.초정 약수에는 미네랄이 풍부하여 누룩 속 효모의 활동을 활성화하고잡균 증식을 억제하기 때문에 깔끔하고 풍부한 맛의 술을 빚어낼 수 있습니다.이 특별한 물은 피부 질환에도 효험이 있어서 세종대왕이 요양차 초정리 약수터에서약 120일 가량 머물며 물을 마시고 몸을 씻으며 치료를 받았다는 기록이 있다고 합니다.,0,0,1,0,1,0,1
101,101,이도 42,https://d38cxpfv0ljg7q.cloudfront.net/admin_contents/thumbnail/yZxr-1623071151606-%EC%9D%B4%EB%8F%8442-5.jpg,"[이도 42], 어떤 맛을 갖고 있나요? 감미료로는 흉내 낼 수 없는 쌀의 달콤한 맛이 스쳐 지나가는데요.높은 도수답게 목 넘김 후 코로 올라오는 알싸한 향이 매력적이랍니다.마신 후 혀에 남는 달콤씁쓸함이 마치 어릴 적 먹던 달고나를 생각나게 하는 재밌는 술이에요.[이도 42], 어떤 음식과 잘 어울리나요?도수에 비해 부드러운 편이라서 평소 소주와 즐겼던 안주들과 잘 어울리는 편인데요.그중에서도 시원한 국물이 일품인 탕 요리나 조금은 매콤한 육류 요리들이 술의 풍미를 살려준답니다.[이도 42], 알고 마시면 더 맛있어요!‘이도 42’의 이도는 ‘세종대왕’이란 의미와 함께 ‘다른 길을 간다’라는 의미도 있는데요.여기서 다른 길은 ‘유기농 쌀’과 ‘토종 효모 N9’를 이용해서 빚는 유기농 소주를 뜻하기도 합니다.부드러운 맛과 이취 차단을 위해 압력을 낮춰 증류하는 감압식 증류 방식으로 만들어지며,일정하고 구수한 향을 위해 1년 넘게 숙성을 한답니다.특히 이도는 쌀 소비량이 막걸리 대비 7배나 많다고 하니 놀랍지 않으신가요? ",증류식소주,42.0,"375ml,750ml", 감미료로는 흉내 낼 수 없는 쌀의 달콤한 맛이 스쳐 지나가는데요.높은 도수답게 목 넘김 후 코로 올라오는 알싸한 향이 매력적이랍니다.마신 후 혀에 남는 달콤씁쓸함이 마치 어릴 적 먹던 달고나를 생각나게 하는 재밌는 술이에요.,도수에 비해 부드러운 편이라서 평소 소주와 즐겼던 안주들과 잘 어울리는 편인데요.그중에서도 시원한 국물이 일품인 탕 요리나 조금은 매콤한 육류 요리들이 술의 풍미를 살려준답니다.,"‘이도 42’의 이도는 ‘세종대왕’이란 의미와 함께 ‘다른 길을 간다’라는 의미도 있는데요.여기서 다른 길은 ‘유기농 쌀’과 ‘토종 효모 N9’를 이용해서 빚는 유기농 소주를 뜻하기도 합니다.부드러운 맛과 이취 차단을 위해 압력을 낮춰 증류하는 감압식 증류 방식으로 만들어지며,일정하고 구수한 향을 위해 1년 넘게 숙성을 한답니다.특히 이도는 쌀 소비량이 막걸리 대비 7배나 많다고 하니 놀랍지 않으신가요? ",1,1,1,0,1,0,0
102,102,이도 32,https://d38cxpfv0ljg7q.cloudfront.net/admin_contents/thumbnail/TAuT-1623071134077-%EC%9D%B4%EB%8F%8432-4.jpg,"[이도 32], 어떤 맛을 갖고 있나요?‘이도 32’는 높은 도수에 살짝 겁이 나다가도향긋한 향에 한번 마음이 놓이고, 달콤한 첫맛에 비로소 마음이 열리도록 만드는 술이에요.혀를 감싸는 쌀의 감칠맛과 목을 넘긴 후 슬금슬금 올라오는 작열감은순곡 증류주를 마시는 재미를 더욱 높여주기도 한답니다. [이도 32], 어떤 음식과 잘 어울리나요?‘이도 32’는 차가운 상태에선 깔끔하고 화사한 향을미지근한 상태에선 알싸함과 구수함을 두드러지게 느낄 수 있는데요.취향에 따라 평소 소주와 즐겨 먹던 안주와 편안하게 즐겨보세요![이도 32], 알고 마시면 더 맛있어요!’이도 32‘는 한글이 창제되었던 세종대왕 재위 25년째를기리며 만들어진 증류식 소주입니다.술의 의미만큼이나 ‘이도’가 특별한 이유는유기농 쌀과 토종 효모 ‘N9’을 이용해 빚은 술이기 때문인데요.부드러운 맛과 이취 차단을 위해 압력을 낮춰 증류하는감압식 증류 방식으로 만들어지며,일정하고 구수한 향을 위해 1년 넘게 숙성을 한답니다.특히 이도는 쌀 소비량이 막걸리 대비 7배나 많다고 하니놀랍지 않으신가요? 초콜릿도 울고 갈 만큼달콤쌉싸름한 맛이 돋보이는 칵테일재료이도32 120ml자몽 주스 60ml탄산수 120ml얼음만드는 방법① 투명한 유리컵에 얼음 가득 담기② 이도 32 120ml, 자몽 주스 60ml, 탄산수 120ml 넣기*좀 더 달콤하게 마시고 싶다면탄산수 대신 토닉워터를 넣어주세요!③ 자몽 슬라이스와 딜로 예쁘게 꾸며줘도 좋아요!",증류식소주,32.0,"375ml,750ml","‘이도 32’는 높은 도수에 살짝 겁이 나다가도향긋한 향에 한번 마음이 놓이고, 달콤한 첫맛에 비로소 마음이 열리도록 만드는 술이에요.혀를 감싸는 쌀의 감칠맛과 목을 넘긴 후 슬금슬금 올라오는 작열감은순곡 증류주를 마시는 재미를 더욱 높여주기도 한답니다. ",‘이도 32’는 차가운 상태에선 깔끔하고 화사한 향을미지근한 상태에선 알싸함과 구수함을 두드러지게 느낄 수 있는데요.취향에 따라 평소 소주와 즐겨 먹던 안주와 편안하게 즐겨보세요!,"’이도 32‘는 한글이 창제되었던 세종대왕 재위 25년째를기리며 만들어진 증류식 소주입니다.술의 의미만큼이나 ‘이도’가 특별한 이유는유기농 쌀과 토종 효모 ‘N9’을 이용해 빚은 술이기 때문인데요.부드러운 맛과 이취 차단을 위해 압력을 낮춰 증류하는감압식 증류 방식으로 만들어지며,일정하고 구수한 향을 위해 1년 넘게 숙성을 한답니다.특히 이도는 쌀 소비량이 막걸리 대비 7배나 많다고 하니놀랍지 않으신가요? 초콜릿도 울고 갈 만큼달콤쌉싸름한 맛이 돋보이는 칵테일재료이도32 120ml자몽 주스 60ml탄산수 120ml얼음만드는 방법① 투명한 유리컵에 얼음 가득 담기② 이도 32 120ml, 자몽 주스 60ml, 탄산수 120ml 넣기*좀 더 달콤하게 마시고 싶다면탄산수 대신 토닉워터를 넣어주세요!③ 자몽 슬라이스와 딜로 예쁘게 꾸며줘도 좋아요!",0,1,0,0,1,0,0
103,103,동학 1957,https://d38cxpfv0ljg7q.cloudfront.net/admin_contents/thumbnail/TOnv-1655794504098-1.jpg,"[동학 1957], 어떤 맛을 갖고 있나요?구수한 쌀 향이 코끝까지 고스란히 전해지는 술이에요. 그 뒤로 술을 마시자마자 올라오는 은은한 단맛과 풋풋한 산미는 저절로 침이 고이게 만들죠. 그리고 깔끔한 목 넘김과 함께 술이 넘어가고 나면 쓴맛이 입 안에 살짝 남아 여운을 선사해줄 거예요.[동학 1957], 어떤 음식과 잘 어울리나요?구수한 양념이 된 음식과 함께 드셔보세요. 갓 지은 밥처럼 구수한 맛을 가득 담은 술인 만큼 음식의 맛과 술맛이 어우러져 두 배의 구수함을 느끼게 해주거든요. 또한 담백하고 깔끔한 술맛을 가지고 있으므로 식사할 때 반주로 즐기기에도 좋은데요. 집에 있는 반찬만으로도 손색없이 충분한 안주가 될 거예요.[동학 1957], 알고 마시면 더 맛있어요!양조장 대표님의 성함과 출생 연도를 따서 이름 붙인 동학 1957은 쌀과 효모와 입국을 함께 넣고 발효시켜 만든 술이에요. 발효 과정을 거친 술은 냉동 여과를 통해 맑게 거른 다음 살균한 뒤에 완성됩니다. 또한 평창동계올림픽 공식 판매주로 선정되어 우리나라의 청주를 널리 알리기도 하였답니다.",청주,13.0,375ml,구수한 쌀 향이 코끝까지 고스란히 전해지는 술이에요. 그 뒤로 술을 마시자마자 올라오는 은은한 단맛과 풋풋한 산미는 저절로 침이 고이게 만들죠. 그리고 깔끔한 목 넘김과 함께 술이 넘어가고 나면 쓴맛이 입 안에 살짝 남아 여운을 선사해줄 거예요.,구수한 양념이 된 음식과 함께 드셔보세요. 갓 지은 밥처럼 구수한 맛을 가득 담은 술인 만큼 음식의 맛과 술맛이 어우러져 두 배의 구수함을 느끼게 해주거든요. 또한 담백하고 깔끔한 술맛을 가지고 있으므로 식사할 때 반주로 즐기기에도 좋은데요. 집에 있는 반찬만으로도 손색없이 충분한 안주가 될 거예요.,양조장 대표님의 성함과 출생 연도를 따서 이름 붙인 동학 1957은 쌀과 효모와 입국을 함께 넣고 발효시켜 만든 술이에요. 발효 과정을 거친 술은 냉동 여과를 통해 맑게 거른 다음 살균한 뒤에 완성됩니다. 또한 평창동계올림픽 공식 판매주로 선정되어 우리나라의 청주를 널리 알리기도 하였답니다.,1,1,1,0,1,0,0
104,104,송이주,https://d38cxpfv0ljg7q.cloudfront.net/admin_contents/thumbnail/2TRY-1654855378047-thumb.jpg,"[송이주], 어떤 맛을 갖고 있나요?상쾌한 솔향을 머금은 송이주는 술 이름과는 조금 다르게 시트러스 하면서도 씁쓸한 자몽의 풍미가 느껴지는데요.산미가 주된 맛이지만 약재의 씁쓸함이 산미를 잡아주어 과하지 않으면서도 가볍게 즐길 수 있는 술입니다.[송이주], 어떤 음식과 잘 어울리나요?입안이 상쾌해지는 특유의 산미 덕분에 담백하고 풍미 짙은 고단백질 요리들과 좋은 궁합을 자랑하는데요.안주를 계속 먹다가 물리는 타이밍에 송이주 한 잔을 들이켠다면 끊임없이 안주와 술을 찾게 될 거예요.[송이주], 알고 마시면 더 맛있어요!술과 송이버섯을 혼합해 숙성시키면서 맛과 주요 성분을 침출한 약주를 먼저 만드는데요.이렇게 만들어진 약주는 증류하여 불쾌한 향은 걸러낸 뒤,오직 송이의 향만을 담은 엑기스를 만들어 기존 약주와 블렌딩 하여 송이주를 만든답니다.",살균약주,13.0,375ml,상쾌한 솔향을 머금은 송이주는 술 이름과는 조금 다르게 시트러스 하면서도 씁쓸한 자몽의 풍미가 느껴지는데요.산미가 주된 맛이지만 약재의 씁쓸함이 산미를 잡아주어 과하지 않으면서도 가볍게 즐길 수 있는 술입니다.,입안이 상쾌해지는 특유의 산미 덕분에 담백하고 풍미 짙은 고단백질 요리들과 좋은 궁합을 자랑하는데요.안주를 계속 먹다가 물리는 타이밍에 송이주 한 잔을 들이켠다면 끊임없이 안주와 술을 찾게 될 거예요.,"술과 송이버섯을 혼합해 숙성시키면서 맛과 주요 성분을 침출한 약주를 먼저 만드는데요.이렇게 만들어진 약주는 증류하여 불쾌한 향은 걸러낸 뒤,오직 송이의 향만을 담은 엑기스를 만들어 기존 약주와 블렌딩 하여 송이주를 만든답니다.",1,0,0,1,1,0,0
105,105,부안 참뽕 와인,https://d38cxpfv0ljg7q.cloudfront.net/admin_contents/thumbnail/Qc6X-1656438704218-0.jpg,"[부안 참뽕 와인], 어떤 맛을 갖고 있나요?향만 맡으면 포도주스 같지만막상 마시면 적지 않은 와인 특유의 알코올맛에 놀라게 될 거예요.오디 특유의 달콤함과 새콤함을 함께 갖춘 이 와인은 주스 같은 부드러움이 매력입니다.[부안 참뽕 와인], 어떤 음식과 잘 어울리나요?기존의 레드와인과 다르게 타닌감이 적고 새콤달콤함이 특징인 술인 만큼육류와도 잘 어울리지만 연어와 같이 부드럽고 느끼한 해산물과도 잘 어울립니다.와인 잔에 담아 부드럽게 즐기시려면 시원하게오디 특유의 향을 더 느끼고 싶으시다면 실온상태에서 즐기시기 바랍니다 :) [부안 참뽕 와인], 알고 마시면 더 맛있어요!오디의 순 우리말 '참뽕'.그 참뽕으로 만든 내변산 양조장의 부안 '참뽕 와인'은와인발효기법으로 발효시킨 후 3년 이상 숙성을 시킨다고 합니다.동의보감에 따르면 ""백발이 검게 변하며 노화를 방지""한다는 오디!가볍게 한잔 어떠신가요? :)",과실주,13.0,750ml,향만 맡으면 포도주스 같지만막상 마시면 적지 않은 와인 특유의 알코올맛에 놀라게 될 거예요.오디 특유의 달콤함과 새콤함을 함께 갖춘 이 와인은 주스 같은 부드러움이 매력입니다.,기존의 레드와인과 다르게 타닌감이 적고 새콤달콤함이 특징인 술인 만큼육류와도 잘 어울리지만 연어와 같이 부드럽고 느끼한 해산물과도 잘 어울립니다.와인 잔에 담아 부드럽게 즐기시려면 시원하게오디 특유의 향을 더 느끼고 싶으시다면 실온상태에서 즐기시기 바랍니다 :) ,"오디의 순 우리말 '참뽕'.그 참뽕으로 만든 내변산 양조장의 부안 '참뽕 와인'은와인발효기법으로 발효시킨 후 3년 이상 숙성을 시킨다고 합니다.동의보감에 따르면 ""백발이 검게 변하며 노화를 방지""한다는 오디!가볍게 한잔 어떠신가요? :)",0,1,1,0,1,0,0
106,106,부자진,https://d38cxpfv0ljg7q.cloudfront.net/admin_contents/thumbnail/d2jZ-1657597894014-00.jpg,"[부자진], 어떤 맛을 갖고 있나요?‘부자진’은 다채로운 풍미를 갖고 있어요.처음에는 가볍고 신선한 허브 풍미 덕에 상쾌한 느낌을 받을 수 있을 거예요.그 이후에는 약간 묵직하고 복합적인 맛(쑥, 헛개 등)이 입안을 채웁니다.마지막에는 한라봉 껍질을 씹었을 때 느껴지는 씁쓸한 맛이 입 전체에 남습니다.전체적으로 강도는 강하지 않지만 긴 여운으로 진의 매력에 빠지시게 될 거예요.[부자진], 어떤 음식과 잘 어울리나요?마시기 전에 먼저!술을 공기와 접촉 시켜 진의 풍미를 더욱더 풍부하고 부드럽게 해주세요.그 후에 담백한 음식인 항정살, 모시조개탕, 복국 등과 즐기면서 진의 다양한 풍미를 느껴보세요.얼음을 넣어 마실 때는 흰살생선회, 참치 타다끼를 추천해 드리며육포, 비스킷 등과 같이 가볍게 즐기기에도 좋습니다.[부자진], 알고 마시면 더 맛있어요!부자진은 아버지가 직접 농사지은 허브와 아들의 증류 기술이 만나 만들어진 진(Gin)이에요.그래서 이름도 '부자진'인 거죠!복합적인 풍미가 매력적인 ‘부자진’에는 진(Gin)의 필수 재료인 노간주 열매 이외에도총 15가지의 허브가 들어간답니다!",일반증류주,44.0,200ml,"‘부자진’은 다채로운 풍미를 갖고 있어요.처음에는 가볍고 신선한 허브 풍미 덕에 상쾌한 느낌을 받을 수 있을 거예요.그 이후에는 약간 묵직하고 복합적인 맛(쑥, 헛개 등)이 입안을 채웁니다.마지막에는 한라봉 껍질을 씹었을 때 느껴지는 씁쓸한 맛이 입 전체에 남습니다.전체적으로 강도는 강하지 않지만 긴 여운으로 진의 매력에 빠지시게 될 거예요.","마시기 전에 먼저!술을 공기와 접촉 시켜 진의 풍미를 더욱더 풍부하고 부드럽게 해주세요.그 후에 담백한 음식인 항정살, 모시조개탕, 복국 등과 즐기면서 진의 다양한 풍미를 느껴보세요.얼음을 넣어 마실 때는 흰살생선회, 참치 타다끼를 추천해 드리며육포, 비스킷 등과 같이 가볍게 즐기기에도 좋습니다.",부자진은 아버지가 직접 농사지은 허브와 아들의 증류 기술이 만나 만들어진 진(Gin)이에요.그래서 이름도 '부자진'인 거죠!복합적인 풍미가 매력적인 ‘부자진’에는 진(Gin)의 필수 재료인 노간주 열매 이외에도총 15가지의 허브가 들어간답니다!,1,0,1,0,0,0,0
107,107,우리술 오늘 약주,https://d38cxpfv0ljg7q.cloudfront.net/admin_contents/thumbnail/tncB-1620958327230-%EC%9A%B0%EB%A6%AC%EC%88%A0.jpg,"[우리술 오늘 약주], 어떤 맛을 갖고 있나요?술을 한잔 따르고 냄새를 맡으면 은은한 과일 향이 올라오는데요.한 모금을 마시면 찹쌀에서 나온 그윽하고 고급스러운 단맛이 입안을 가득 채웁니다.부모님 또는 웃어른, 중요한 자리에서 술의 의미와 함께 즐겨보시면 어떨까요?[우리술 오늘 약주], 어떤 음식과 잘 어울리나요?술을 잘 못 마시는 사람도 마실 수 있을 만큼 부드러운 약주인데요.끈적할 정도로 강한 단맛 때문인지 매운 음식과 함께 할 때 좋답니다.음용 온도에 따라서도 다른 맛과 향을 보여주는데요.냉장고에 꺼내서 천천히 시간에 따라 변하는 맛과 향을 느껴보세요.[우리술 오늘 약주], 알고 마시면 더 맛있어요!우리술 오늘 약주는 호산춘의 레시피를 사용해 만든 술인데요.호산춘은 술을 빚는 방법을 기록한 옛 고문헌인 주방문에 기록된 술이랍니다.예로부터 맛과 향취가 좋은 고급술을 가리켜 ‘춘주’라고 했는데요.'우리술 오늘 약주'도 그만큼 맛이 좋답니다.",약주,15.0,700ml,"술을 한잔 따르고 냄새를 맡으면 은은한 과일 향이 올라오는데요.한 모금을 마시면 찹쌀에서 나온 그윽하고 고급스러운 단맛이 입안을 가득 채웁니다.부모님 또는 웃어른, 중요한 자리에서 술의 의미와 함께 즐겨보시면 어떨까요?",술을 잘 못 마시는 사람도 마실 수 있을 만큼 부드러운 약주인데요.끈적할 정도로 강한 단맛 때문인지 매운 음식과 함께 할 때 좋답니다.음용 온도에 따라서도 다른 맛과 향을 보여주는데요.냉장고에 꺼내서 천천히 시간에 따라 변하는 맛과 향을 느껴보세요.,우리술 오늘 약주는 호산춘의 레시피를 사용해 만든 술인데요.호산춘은 술을 빚는 방법을 기록한 옛 고문헌인 주방문에 기록된 술이랍니다.예로부터 맛과 향취가 좋은 고급술을 가리켜 ‘춘주’라고 했는데요.'우리술 오늘 약주'도 그만큼 맛이 좋답니다.,0,1,0,0,1,0,0
108,108,오희,https://d38cxpfv0ljg7q.cloudfront.net/admin_contents/thumbnail/QJOV-1656600770360-0.jpg,"※ 스파클링 막걸리로 개봉 시 주의해주시길 바랍니다![오희], 어떤 맛을 갖고 있나요?강한 천연 탄산과 오미자의 상큼한 향이 어우러져전혀 막걸리 같지 않은 식감의 스파클링 막걸리, '오희'에요!영롱한 오미자색이 잘 베어있어 사랑하는 사람과의 로맨틱한 기념일에도 잘 어울리는데요.막걸리계의 샴페인이라고 불리는 만큼 친구들과 함께 축배를 들 일이 있을 때!한 병 가져가면 인싸로 인정받기 딱~! 좋지 않을까요?[오희], 어떤 음식과 잘 어울리나요?상큼하고 씁쓸한 오미자 특유의 맛으로 바다 내음이 물씬 나는 해산물과 잘 어울립니다.쫄깃쫄깃하고 통통한 바지락에 오희 한잔 머금으면 행복한 마리아주가 탄생합니다 :)천연 탄산이 매우 강하니 여러 번 열었다 닫았다 하시며 천천히 열어주세요![오희], 알고 마시면 더 맛있어요!오미자의 껍질은 시고, 과육은 달고, 씨는 맵고 쓰며, 전반적으로 짜기 때문에5가지 맛을 갖추었다 하여 오미자(五味子)란 이름을 가지게 됐다고 합니다!동의보감에 따르면 오미자의 신맛은 간에 좋고, 쓴맛은 심장에 좋다고 하는데요이런 오미자의 명소인 문경에 있는 '문경주조'가 개발한 스파클링 막걸리입니다.",탁주,8.5,500ml,"강한 천연 탄산과 오미자의 상큼한 향이 어우러져전혀 막걸리 같지 않은 식감의 스파클링 막걸리, '오희'에요!영롱한 오미자색이 잘 베어있어 사랑하는 사람과의 로맨틱한 기념일에도 잘 어울리는데요.막걸리계의 샴페인이라고 불리는 만큼 친구들과 함께 축배를 들 일이 있을 때!한 병 가져가면 인싸로 인정받기 딱~! 좋지 않을까요?",상큼하고 씁쓸한 오미자 특유의 맛으로 바다 내음이 물씬 나는 해산물과 잘 어울립니다.쫄깃쫄깃하고 통통한 바지락에 오희 한잔 머금으면 행복한 마리아주가 탄생합니다 :)천연 탄산이 매우 강하니 여러 번 열었다 닫았다 하시며 천천히 열어주세요!,"오미자의 껍질은 시고, 과육은 달고, 씨는 맵고 쓰며, 전반적으로 짜기 때문에5가지 맛을 갖추었다 하여 오미자(五味子)란 이름을 가지게 됐다고 합니다!동의보감에 따르면 오미자의 신맛은 간에 좋고, 쓴맛은 심장에 좋다고 하는데요이런 오미자의 명소인 문경에 있는 '문경주조'가 개발한 스파클링 막걸리입니다.",0,0,1,0,1,0,1
